accessno,activity,access_date_time,access_time
11801, Self Service ,11:58 PM,11/15/2014
7467, Self Service ,11:14 AM,8/31/2012
8387, Login ,7:59 PM,4/22/2015
925, Logout ,7:40 PM,6/12/2016
3193, Self Service ,3:17 AM,9/20/2011
5586, Self Service ,11:58 AM,8/16/2014
4249, Logout ,10:11 PM,9/17/2015
9956, Self Service ,12:46 PM,4/4/2014
121, Self Service ,1:42 PM,3/16/2016
3649, Self Service ,9:14 AM,5/9/2013
8310, Login ,2:39 AM,6/19/2017
5342, Self Service ,8:18 PM,2/4/2016
11256, Self Service ,6:48 AM,5/31/2013
14404, Login ,9:59 PM,11/25/2016
2256, Logout ,9:05 PM,1/11/2016
1881, Self Service ,2:08 AM,10/3/2015
14204, Self Service ,8:19 PM,8/28/2014
14394, Login ,2:54 PM,11/26/2014
13498, Logout ,4:10 AM,11/29/2013
10689, Self Service ,6:13 PM,11/26/2011
7948, Self Service ,9:59 AM,9/6/2011
12106, Self Service ,3:02 AM,11/13/2014
11911, Self Service ,9:17 AM,8/18/2014
8607, Logout ,9:54 PM,9/5/2013
14162, Self Service ,3:00 AM,2/16/2016
11014, Login ,5:31 PM,5/18/2015
2225, Login ,5:23 PM,7/25/2016
14650, Self Service ,2:35 AM,4/3/2014
441, Logout ,2:34 AM,4/30/2013
7213, Self Service ,10:47 PM,1/5/2014
11798, Self Service ,3:31 PM,7/30/2015
7791, Logout ,9:02 PM,7/10/2015
632, Login ,5:53 PM,4/6/2014
3574, Self Service ,11:03 AM,8/25/2012
4034, Self Service ,10:12 AM,7/24/2017
9258, Login ,7:09 AM,4/22/2017
7436, Logout ,11:10 AM,11/13/2012
12502, Login ,10:35 PM,12/6/2011
12797, Login ,1:22 PM,5/4/2014
4755, Login ,11:51 AM,7/28/2012
3643, Self Service ,10:31 AM,10/23/2011
5666, Logout ,10:26 AM,2/17/2012
2403, Login ,6:12 AM,6/24/2016
8079, Self Service ,5:55 PM,7/22/2016
6550, Self Service ,4:42 PM,7/11/2017
12798, Login ,10:05 AM,1/18/2016
14034, Self Service ,4:30 PM,8/13/2014
12398, Self Service ,11:53 AM,8/16/2016
6432, Login ,2:49 PM,7/10/2012
2596, Self Service ,10:30 AM,5/22/2012
5851, Self Service ,4:04 AM,7/21/2017
13794, Self Service ,3:01 PM,2/22/2015
7630, Login ,12:13 AM,3/8/2012
12047, Logout ,7:06 AM,8/30/2011
9257, Self Service ,8:15 AM,1/23/2016
14965, Self Service ,7:36 PM,12/13/2014
1978, Logout ,5:18 AM,9/21/2012
4243, Logout ,6:35 AM,6/30/2017
6359, Login ,5:32 AM,1/11/2012
11934, Logout ,2:01 AM,11/20/2016
1165, Self Service ,11:48 AM,4/15/2012
9581, Self Service ,10:35 PM,8/13/2014
10751, Login ,2:25 PM,7/13/2015
4154, Self Service ,6:13 AM,4/11/2015
12730, Login ,4:38 PM,6/11/2013
3118, Login ,2:39 AM,3/4/2012
14390, Self Service ,2:29 AM,10/8/2015
3212, Logout ,6:41 PM,6/15/2016
2825, Logout ,2:12 AM,1/30/2017
12062, Self Service ,5:34 PM,1/6/2016
12550, Self Service ,1:20 AM,6/15/2012
9227, Login ,12:02 AM,1/12/2014
9500, Self Service ,8:47 PM,11/22/2016
8749, Self Service ,6:10 AM,3/28/2013
1119, Logout ,4:32 PM,6/27/2014
5019, Logout ,2:08 PM,7/16/2016
1155, Self Service ,7:15 PM,8/1/2016
6356, Login ,8:08 AM,5/19/2017
9834, Self Service ,3:20 AM,6/7/2016
984, Logout ,8:44 AM,12/20/2012
6257, Logout ,10:10 PM,8/20/2014
9343, Login ,2:18 AM,11/6/2016
4486, Self Service ,9:09 AM,7/22/2015
5723, Self Service ,12:00 PM,6/21/2015
4683, Self Service ,8:53 PM,1/19/2014
4290, Login ,10:07 AM,4/16/2012
7808, Self Service ,11:34 PM,5/24/2016
4043, Login ,4:41 PM,8/20/2011
12556, Login ,6:54 AM,11/8/2014
12200, Self Service ,5:31 AM,1/24/2012
2493, Self Service ,11:02 AM,7/9/2017
10250, Login ,6:38 AM,10/13/2013
4377, Self Service ,5:49 PM,8/20/2014
13779, Logout ,4:01 PM,11/18/2012
5862, Self Service ,6:05 AM,6/24/2012
2599, Self Service ,7:42 AM,2/11/2012
4575, Self Service ,12:33 PM,12/27/2016
4962, Self Service ,6:35 PM,5/15/2013
14202, Self Service ,3:45 AM,10/26/2011
11872, Login ,5:46 AM,2/23/2012
14672, Login ,10:17 AM,10/11/2016
7910, Self Service ,8:56 AM,12/20/2012
10497, Logout ,9:19 AM,3/13/2013
4207, Login ,11:31 PM,1/8/2013
6220, Self Service ,8:44 AM,6/26/2015
3150, Logout ,12:53 AM,10/8/2012
13598, Logout ,2:30 PM,3/21/2015
2835, Self Service ,2:00 PM,5/20/2013
436, Self Service ,12:53 PM,6/19/2014
14471, Login ,12:45 PM,6/23/2015
2403, Login ,2:49 AM,5/13/2015
3845, Self Service ,12:33 AM,7/20/2015
12497, Self Service ,12:39 PM,1/21/2013
14193, Login ,8:08 PM,7/8/2016
5854, Self Service ,9:12 AM,3/27/2013
4802, Logout ,7:55 PM,4/28/2012
9623, Self Service ,6:32 PM,10/11/2012
3319, Self Service ,1:12 PM,10/26/2015
9946, Logout ,5:23 AM,12/23/2011
3011, Self Service ,3:12 PM,11/28/2012
2601, Logout ,3:37 PM,7/8/2012
11248, Login ,7:20 AM,3/7/2017
11219, Self Service ,1:49 AM,6/5/2015
13317, Self Service ,4:43 AM,2/16/2016
11243, Self Service ,1:34 AM,7/11/2014
5143, Logout ,1:42 PM,12/4/2015
9857, Self Service ,8:55 AM,12/2/2013
11113, Self Service ,10:46 PM,10/30/2013
13194, Self Service ,5:23 AM,9/7/2014
13401, Self Service ,5:05 AM,4/3/2017
12689, Self Service ,2:21 PM,10/2/2015
3914, Self Service ,12:43 AM,1/22/2017
9555, Logout ,11:24 AM,8/8/2014
4377, Self Service ,9:27 AM,11/22/2014
3913, Self Service ,9:53 PM,4/27/2016
2284, Self Service ,7:15 PM,12/24/2014
10495, Login ,3:14 AM,2/9/2016
7796, Login ,2:39 AM,5/12/2014
248, Self Service ,1:00 PM,6/14/2017
9196, Logout ,1:32 PM,11/22/2012
10318, Login ,5:03 PM,6/1/2014
10550, Self Service ,10:55 AM,6/26/2014
163, Self Service ,8:14 PM,7/31/2017
9875, Self Service ,11:16 PM,1/29/2014
4021, Self Service ,6:24 AM,4/20/2014
6715, Logout ,8:53 AM,4/10/2016
11304, Self Service ,8:25 PM,12/27/2016
11650, Self Service ,2:43 AM,10/15/2013
4579, Self Service ,1:50 PM,8/1/2012
2605, Login ,6:15 PM,2/1/2014
4643, Login ,1:37 AM,6/16/2013
13523, Self Service ,12:48 AM,11/30/2013
9561, Logout ,11:49 PM,4/16/2015
10034, Logout ,6:16 PM,9/13/2013
12585, Logout ,11:21 AM,5/1/2013
14693, Logout ,1:37 AM,12/30/2013
12094, Self Service ,1:04 AM,5/16/2014
14183, Self Service ,8:59 PM,1/20/2014
8409, Self Service ,7:10 AM,6/19/2012
14463, Login ,5:51 PM,5/20/2016
9779, Login ,2:05 AM,9/29/2011
11726, Self Service ,6:32 PM,8/18/2016
5505, Login ,8:20 AM,5/9/2017
6155, Self Service ,1:08 PM,8/26/2011
9296, Logout ,9:10 PM,3/2/2012
6280, Self Service ,11:21 AM,9/23/2014
7797, Self Service ,8:23 PM,9/19/2012
8249, Logout ,10:42 AM,6/26/2013
2935, Self Service ,2:25 AM,6/27/2014
13939, Login ,2:31 AM,5/12/2013
11243, Logout ,7:48 PM,3/6/2016
6870, Self Service ,2:01 AM,3/29/2014
10990, Self Service ,3:04 AM,2/20/2015
14616, Logout ,2:26 PM,9/8/2011
2670, Self Service ,2:14 AM,12/6/2012
8861, Login ,7:33 PM,9/28/2014
1320, Self Service ,4:41 AM,11/27/2013
13449, Self Service ,2:15 AM,4/7/2014
5284, Logout ,1:54 PM,10/16/2015
6192, Login ,12:57 PM,9/28/2016
10359, Login ,9:38 AM,11/30/2011
9393, Logout ,7:28 PM,1/15/2013
12320, Logout ,1:01 AM,6/26/2014
11695, Logout ,8:27 PM,8/18/2014
7212, Logout ,9:34 PM,4/26/2013
1628, Login ,8:53 PM,6/16/2017
13456, Self Service ,11:04 AM,9/21/2011
12213, Login ,11:56 AM,2/14/2017
14460, Self Service ,1:36 PM,11/16/2014
11275, Login ,12:38 PM,11/19/2013
7075, Self Service ,4:14 AM,1/21/2013
11880, Self Service ,7:43 AM,10/11/2015
12949, Self Service ,1:13 PM,5/27/2012
1686, Self Service ,9:54 AM,2/22/2013
3678, Login ,10:43 AM,4/7/2013
6417, Logout ,8:04 PM,11/21/2014
10967, Login ,5:27 AM,3/19/2017
12160, Login ,5:27 PM,4/8/2015
10119, Self Service ,6:34 AM,2/14/2017
4824, Self Service ,5:35 AM,12/26/2015
5169, Self Service ,1:32 AM,5/21/2014
4665, Self Service ,10:36 AM,12/27/2012
7016, Logout ,2:07 PM,11/21/2014
5788, Self Service ,11:11 AM,10/30/2013
10583, Login ,4:41 AM,9/12/2011
630, Logout ,9:56 PM,4/30/2015
10530, Self Service ,11:35 AM,3/14/2017
14885, Logout ,4:22 AM,5/19/2012
8130, Self Service ,1:39 AM,8/30/2013
14342, Logout ,12:15 PM,5/31/2014
5193, Self Service ,5:20 PM,7/4/2016
11432, Login ,9:42 PM,1/22/2014
5319, Login ,2:49 AM,6/8/2014
7556, Self Service ,6:32 AM,1/4/2014
2417, Login ,9:42 AM,1/14/2012
2408, Self Service ,6:48 AM,8/7/2014
4119, Self Service ,4:04 AM,11/11/2013
8682, Self Service ,10:50 AM,9/18/2015
2982, Self Service ,3:37 AM,8/25/2014
2125, Login ,2:52 AM,4/24/2017
1919, Logout ,11:49 AM,7/27/2012
14861, Login ,1:27 AM,4/18/2014
9245, Self Service ,6:31 AM,12/22/2011
12763, Logout ,11:31 AM,7/24/2016
1653, Login ,6:34 PM,1/19/2016
3790, Login ,10:47 AM,2/25/2014
11025, Self Service ,6:33 PM,7/18/2013
14685, Login ,6:25 AM,8/23/2011
6569, Self Service ,11:09 AM,5/8/2013
10808, Login ,2:32 PM,1/6/2012
3451, Self Service ,11:19 PM,10/8/2016
3670, Login ,9:51 PM,5/10/2017
3579, Login ,2:48 PM,12/14/2016
4789, Self Service ,11:53 PM,2/18/2012
13966, Login ,2:05 AM,12/29/2011
14860, Self Service ,8:58 AM,9/17/2015
5255, Logout ,5:53 PM,11/29/2012
5395, Logout ,11:27 AM,11/22/2016
421, Logout ,12:19 AM,11/10/2016
7685, Login ,4:34 PM,4/6/2014
2743, Self Service ,1:09 PM,2/17/2017
11998, Login ,4:56 AM,1/25/2013
1130, Logout ,2:38 AM,8/3/2013
5339, Self Service ,7:48 PM,2/18/2015
683, Self Service ,10:48 PM,8/7/2013
900, Self Service ,10:04 PM,10/27/2016
13489, Self Service ,8:46 AM,4/22/2014
8194, Logout ,7:20 PM,8/26/2016
7759, Login ,9:13 AM,10/22/2016
13395, Self Service ,5:53 AM,2/25/2017
8137, Self Service ,9:05 PM,10/5/2011
6474, Self Service ,12:09 PM,9/11/2013
11873, Logout ,5:09 PM,12/8/2013
7260, Logout ,8:08 PM,1/30/2017
5103, Self Service ,2:17 AM,10/1/2011
7786, Self Service ,10:45 AM,2/5/2014
30, Self Service ,9:57 AM,12/17/2014
427, Login ,8:57 PM,3/22/2017
14017, Self Service ,3:28 PM,9/5/2011
10398, Logout ,11:58 PM,3/14/2016
797, Self Service ,12:55 PM,5/8/2012
8627, Login ,10:09 AM,10/17/2013
6847, Logout ,4:53 PM,9/16/2015
1956, Self Service ,6:48 AM,6/10/2012
6695, Logout ,6:24 AM,12/31/2011
11513, Self Service ,9:28 AM,6/24/2014
9856, Login ,6:43 PM,2/19/2013
5097, Self Service ,1:05 PM,5/2/2013
9536, Login ,9:32 PM,10/24/2014
2975, Self Service ,11:07 AM,10/22/2014
10623, Self Service ,1:39 PM,4/24/2017
10799, Logout ,1:22 AM,10/25/2016
7189, Logout ,10:20 AM,7/18/2014
10153, Self Service ,3:18 PM,6/7/2013
7351, Self Service ,2:43 AM,3/5/2014
6494, Login ,1:46 AM,10/19/2014
3363, Logout ,6:03 PM,10/23/2016
8993, Logout ,5:36 PM,10/13/2012
5690, Self Service ,1:05 PM,3/21/2016
5742, Logout ,8:38 PM,8/3/2016
7776, Logout ,4:23 AM,3/31/2016
8735, Self Service ,9:13 AM,4/10/2012
6767, Self Service ,6:07 PM,8/17/2017
7679, Self Service ,7:49 PM,5/25/2016
14725, Login ,7:12 PM,10/1/2012
7147, Self Service ,11:07 PM,10/28/2011
6174, Logout ,5:06 AM,4/3/2014
12735, Login ,9:31 AM,2/14/2016
11433, Login ,6:11 PM,12/17/2012
14087, Self Service ,4:10 PM,1/27/2012
8784, Login ,2:25 AM,12/15/2012
3202, Logout ,6:50 AM,4/22/2014
6472, Logout ,6:27 PM,6/13/2013
877, Self Service ,1:11 AM,1/18/2014
10523, Login ,10:09 PM,12/21/2013
2111, Self Service ,10:01 AM,6/18/2013
6894, Self Service ,3:24 PM,12/11/2011
11662, Self Service ,4:15 PM,7/4/2016
11936, Login ,1:12 AM,10/14/2014
11108, Logout ,4:51 PM,8/19/2012
13526, Login ,2:20 PM,5/5/2014
3542, Logout ,4:10 AM,8/8/2015
6548, Logout ,8:51 PM,5/29/2015
14391, Logout ,2:41 PM,5/27/2015
9605, Self Service ,6:17 AM,4/26/2012
350, Self Service ,4:27 PM,5/3/2014
12459, Login ,11:03 AM,7/15/2012
7199, Login ,5:08 AM,4/1/2012
13301, Self Service ,9:46 AM,11/23/2014
7677, Logout ,4:13 PM,1/14/2015
10695, Self Service ,11:51 PM,4/19/2012
1173, Self Service ,2:55 PM,10/3/2015
14878, Logout ,8:24 PM,4/20/2017
2481, Self Service ,1:09 PM,11/3/2012
2505, Login ,6:28 PM,4/27/2015
10387, Self Service ,1:48 AM,1/23/2015
13512, Self Service ,8:11 PM,10/22/2015
3523, Self Service ,8:13 PM,4/13/2017
4029, Logout ,11:23 AM,5/7/2016
454, Logout ,2:14 PM,8/18/2012
9403, Login ,9:05 AM,12/20/2015
13605, Self Service ,12:58 PM,11/30/2016
8345, Login ,1:58 AM,9/18/2012
353, Logout ,8:21 PM,7/19/2015
12398, Login ,10:03 AM,3/1/2015
4783, Logout ,7:26 PM,10/16/2013
12726, Self Service ,12:56 PM,7/11/2015
14458, Self Service ,4:35 PM,5/15/2016
13003, Self Service ,9:19 PM,3/20/2015
2182, Logout ,9:44 PM,9/9/2011
2826, Self Service ,6:54 PM,3/14/2016
923, Self Service ,7:23 AM,1/14/2017
10634, Self Service ,6:47 AM,10/9/2014
11875, Login ,9:44 AM,8/26/2016
11660, Logout ,9:05 PM,8/17/2017
9592, Self Service ,6:20 AM,11/14/2016
8556, Login ,2:26 AM,8/27/2013
4497, Login ,1:50 AM,6/24/2016
9753, Self Service ,10:19 PM,4/15/2012
6982, Logout ,6:00 AM,10/29/2014
5295, Logout ,1:32 PM,1/27/2013
10252, Self Service ,10:49 AM,8/22/2014
4444, Logout ,10:43 PM,1/8/2017
4912, Self Service ,12:56 PM,6/30/2013
6124, Logout ,5:00 AM,11/23/2011
9793, Login ,8:45 PM,2/22/2014
11888, Self Service ,8:30 AM,12/17/2012
3646, Login ,6:06 AM,7/14/2014
7074, Login ,4:24 AM,6/5/2016
144, Logout ,6:49 PM,5/30/2015
9030, Login ,6:27 PM,4/11/2014
10488, Self Service ,11:29 PM,6/26/2015
4852, Login ,10:15 AM,8/23/2011
666, Logout ,5:52 AM,4/23/2012
2849, Logout ,2:49 AM,7/26/2012
8849, Login ,8:43 PM,11/18/2015
6506, Logout ,8:42 PM,1/21/2016
12699, Self Service ,9:46 AM,9/29/2013
4173, Logout ,10:19 AM,8/4/2012
14412, Self Service ,11:37 AM,6/28/2014
992, Self Service ,12:50 AM,11/15/2013
14094, Self Service ,12:53 PM,7/31/2013
308, Self Service ,11:40 AM,12/25/2012
7344, Login ,9:12 PM,8/22/2012
8191, Self Service ,5:14 PM,10/24/2014
14141, Logout ,4:07 PM,5/6/2017
3919, Self Service ,9:36 PM,2/12/2014
1900, Self Service ,10:03 AM,11/10/2013
368, Self Service ,5:13 PM,5/13/2014
2815, Self Service ,1:07 PM,9/5/2016
7068, Self Service ,2:34 AM,6/16/2012
2210, Login ,5:32 PM,4/18/2015
13052, Self Service ,6:04 PM,3/1/2014
2650, Self Service ,5:30 PM,5/11/2015
2918, Self Service ,8:54 AM,10/28/2011
2455, Self Service ,9:29 AM,5/27/2017
1027, Logout ,7:44 AM,5/8/2015
1043, Self Service ,12:40 AM,2/18/2017
8243, Self Service ,8:41 PM,9/20/2012
12087, Self Service ,4:36 PM,6/29/2017
9079, Self Service ,6:57 AM,1/5/2013
14419, Login ,4:08 PM,6/28/2013
12974, Login ,4:31 AM,7/25/2013
12072, Login ,11:08 PM,9/23/2014
14852, Self Service ,2:59 AM,11/2/2015
6648, Self Service ,3:28 PM,11/8/2011
6744, Login ,11:59 AM,6/15/2014
12947, Self Service ,3:30 PM,6/15/2012
12747, Self Service ,2:47 AM,8/6/2017
11242, Logout ,12:32 AM,2/14/2015
8153, Login ,10:18 PM,12/7/2014
9322, Login ,1:24 PM,5/22/2017
9275, Self Service ,5:17 PM,12/21/2013
6686, Self Service ,9:17 PM,2/23/2014
13373, Self Service ,2:14 AM,2/29/2016
6593, Login ,8:11 PM,2/8/2016
10243, Self Service ,5:43 AM,8/7/2014
3041, Login ,4:08 PM,6/1/2012
13628, Self Service ,2:35 PM,10/15/2015
12130, Self Service ,9:24 PM,8/27/2014
322, Self Service ,12:50 PM,1/30/2012
14393, Self Service ,1:26 AM,2/14/2017
12170, Logout ,5:43 AM,11/22/2014
10065, Login ,9:02 AM,3/23/2015
14838, Self Service ,2:33 AM,1/29/2013
3448, Logout ,6:37 PM,1/2/2016
10099, Self Service ,2:50 AM,10/11/2014
6413, Login ,5:03 AM,5/24/2017
10168, Login ,5:38 AM,6/6/2017
6145, Self Service ,8:13 AM,10/2/2014
1412, Logout ,1:32 AM,5/10/2013
6116, Login ,2:25 PM,6/16/2015
2290, Self Service ,4:18 PM,2/23/2017
14216, Logout ,3:05 PM,11/29/2016
6791, Logout ,12:10 AM,2/26/2015
4117, Self Service ,1:51 PM,8/6/2015
3680, Self Service ,11:57 PM,3/21/2014
11578, Login ,4:59 PM,11/4/2013
7692, Self Service ,8:23 PM,7/5/2014
5916, Login ,2:26 AM,7/8/2017
14521, Logout ,2:10 AM,11/23/2011
10411, Logout ,1:01 AM,9/12/2016
3115, Enroll ,10:39 PM,2/25/2016
12461, Enroll ,6:46 AM,4/16/2015
7312, Drop Subject ,12:12 AM,12/24/2014
1814, Enroll ,1:54 PM,12/4/2013
10307, Drop Subject ,4:37 AM,12/9/2011
10523, Enroll ,7:33 AM,8/23/2013
5243,Add Subject ,5:08 AM,12/13/2016
10227, Enroll ,9:59 PM,3/25/2012
4261, Drop Subject ,3:49 AM,11/2/2013
13875, Enroll ,3:57 PM,3/17/2016
11159,Add Subject ,9:24 AM,2/29/2016
13610, Drop Subject ,1:07 PM,8/19/2012
9231,Add Subject ,5:02 PM,4/15/2014
4409, Enroll ,2:44 PM,11/1/2016
9378, Drop Subject ,7:42 PM,10/21/2015
10627, Drop Subject ,10:36 AM,4/27/2013
6750, Drop Subject ,1:47 PM,6/17/2017
391, Drop Subject ,11:06 AM,11/28/2013
2991, Drop Subject ,1:48 PM,11/12/2011
10027, Enroll ,6:24 PM,8/21/2014
7187, Enroll ,9:28 AM,5/5/2015
9581, Enroll ,3:06 PM,8/3/2013
3532, Enroll ,5:07 PM,3/14/2017
4666, Drop Subject ,6:50 AM,4/14/2013
11761, Enroll ,9:45 AM,3/3/2014
13902, Enroll ,5:09 AM,4/18/2016
10624, Drop Subject ,1:51 AM,2/6/2015
9421, Enroll ,8:56 PM,11/22/2012
8158, Drop Subject ,3:23 AM,12/13/2015
14737, Drop Subject ,7:41 AM,12/25/2014
11580, Enroll ,6:49 AM,11/29/2013
8031, Enroll ,5:25 AM,9/5/2016
6318, Enroll ,11:41 AM,3/2/2012
13365,Add Subject ,6:06 AM,9/19/2013
9157, Enroll ,1:18 AM,5/18/2015
12902, Enroll ,2:26 PM,6/22/2015
12159, Drop Subject ,3:19 AM,5/11/2016
5703,Add Subject ,9:13 PM,10/31/2013
13825, Enroll ,3:16 AM,11/7/2016
4197, Enroll ,7:31 PM,1/16/2012
10162, Enroll ,4:22 PM,8/19/2014
14423, Enroll ,6:11 PM,5/25/2017
5095, Enroll ,3:12 PM,6/14/2016
1235,Add Subject ,12:53 AM,12/8/2014
9030, Drop Subject ,2:06 PM,1/19/2012
6638, Enroll ,6:45 PM,9/3/2011
10562, Enroll ,3:21 AM,7/21/2015
14457,Add Subject ,9:33 PM,11/2/2016
12250,Add Subject ,9:57 PM,1/12/2017
12858,Add Subject ,1:00 PM,9/13/2013
10212, Enroll ,1:58 PM,12/11/2014
7241, Drop Subject ,3:59 PM,7/20/2014
11888, Drop Subject ,3:33 PM,3/18/2012
11708, Enroll ,4:09 AM,8/6/2012
885, Drop Subject ,12:34 AM,4/5/2012
1361, Enroll ,2:53 AM,7/6/2013
7165, Enroll ,1:54 PM,9/4/2016
344, Enroll ,12:57 PM,11/8/2012
14768, Drop Subject ,5:02 AM,8/25/2015
13464, Enroll ,6:29 AM,9/13/2013
10648, Enroll ,9:46 AM,8/1/2014
3760, Enroll ,12:43 PM,7/11/2014
6574, Drop Subject ,4:36 PM,8/8/2012
11029,Add Subject ,7:24 AM,1/7/2017
13246, Drop Subject ,9:23 PM,12/31/2013
10487,Add Subject ,2:49 PM,8/28/2011
12116, Enroll ,3:53 AM,5/30/2014
5574, Enroll ,1:03 PM,5/30/2016
5530, Drop Subject ,6:31 AM,4/27/2014
5587,Add Subject ,1:45 AM,3/28/2012
11812,Add Subject ,7:29 PM,4/21/2012
6457, Enroll ,3:22 AM,12/28/2015
10132, Drop Subject ,5:22 AM,2/21/2014
2081, Enroll ,6:37 AM,4/8/2012
14762, Enroll ,9:41 PM,2/12/2017
2138, Enroll ,11:36 PM,4/10/2015
6928, Enroll ,3:00 PM,3/21/2017
10164, Enroll ,8:54 AM,2/6/2016
6836, Enroll ,8:22 AM,1/25/2016
11329,Add Subject ,8:55 PM,6/16/2017
10034,Add Subject ,7:33 PM,8/4/2013
3330,Add Subject ,7:41 PM,10/3/2013
8489, Enroll ,12:23 AM,1/12/2016
6674, Enroll ,10:32 PM,3/7/2015
12078,Add Subject ,12:34 AM,1/25/2013
1444, Enroll ,12:58 PM,3/15/2015
13122, Enroll ,3:05 PM,2/21/2017
2701,Add Subject ,2:28 AM,11/7/2013
5279, Enroll ,4:01 PM,4/1/2015
14344, Enroll ,12:42 PM,9/2/2016
11667, Enroll ,11:51 PM,9/21/2014
6921, Drop Subject ,3:50 PM,5/25/2014
14555, Drop Subject ,9:01 PM,3/29/2014
10720, Enroll ,9:48 PM,12/31/2013
9854,Add Subject ,2:08 PM,11/17/2013
8772, Drop Subject ,3:44 AM,9/16/2014
13260,Add Subject ,7:28 PM,5/25/2013
10299,Add Subject ,5:37 PM,4/1/2012
3298, Enroll ,9:19 AM,6/21/2013
10525, Enroll ,2:31 PM,10/20/2011
12249, Enroll ,10:40 PM,10/21/2014
13885,Add Subject ,12:39 PM,5/24/2014
3206, Enroll ,12:58 AM,11/5/2012
8660, Enroll ,12:23 AM,3/23/2016
10205, Drop Subject ,11:54 AM,4/8/2013
7305, Enroll ,1:21 PM,3/19/2015
2278, Enroll ,4:05 PM,3/5/2014
5649, Enroll ,10:37 AM,9/29/2012
6933,Add Subject ,3:48 AM,7/9/2014
12701,Add Subject ,8:08 PM,12/17/2014
9208, Drop Subject ,7:43 AM,5/8/2012
3429, Drop Subject ,1:25 AM,11/19/2016
10131,Add Subject ,9:48 AM,1/7/2016
14224, Enroll ,12:58 AM,7/27/2014
5546, Enroll ,3:45 AM,11/26/2014
7327,Add Subject ,10:18 PM,3/22/2012
142, Enroll ,3:30 AM,8/19/2013
11935,Add Subject ,1:11 PM,4/18/2014
897, Enroll ,2:43 AM,12/31/2013
8377, Drop Subject ,6:41 PM,8/12/2016
3217, Enroll ,2:33 PM,7/5/2013
365, Drop Subject ,7:27 PM,3/8/2017
3682, Enroll ,2:14 AM,9/1/2012
5402, Drop Subject ,9:40 AM,8/15/2015
9642,Add Subject ,4:04 PM,11/11/2012
3111, Drop Subject ,1:45 PM,7/3/2014
12644, Enroll ,1:14 PM,3/5/2017
13679, Enroll ,6:34 AM,4/19/2017
1803,Add Subject ,3:38 AM,1/14/2016
11574, Drop Subject ,7:51 PM,4/29/2017
10613, Enroll ,2:42 AM,6/14/2017
6021, Enroll ,5:54 PM,3/12/2016
1381,Add Subject ,8:10 PM,5/5/2012
2609, Drop Subject ,12:39 PM,12/9/2012
5776, Drop Subject ,3:40 AM,5/1/2016
7633,Add Subject ,8:01 PM,9/15/2011
7501,Add Subject ,3:48 PM,8/19/2013
9975, Drop Subject ,3:04 AM,2/12/2014
14990,Add Subject ,7:22 AM,6/15/2017
4656, Drop Subject ,5:04 AM,2/12/2013
6304, Drop Subject ,8:28 AM,1/5/2014
12181, Enroll ,2:11 AM,6/3/2012
3469, Enroll ,4:26 AM,1/26/2012
4829, Enroll ,8:26 AM,3/27/2016
14720, Enroll ,9:54 AM,6/21/2012
9645,Add Subject ,5:01 PM,2/25/2013
11718, Enroll ,10:49 AM,4/7/2013
13438, Enroll ,8:23 PM,5/21/2017
498, Enroll ,2:10 PM,4/20/2016
11707, Enroll ,3:54 AM,5/15/2016
10029,Add Subject ,7:15 AM,1/29/2012
11235,Add Subject ,9:23 PM,8/1/2016
11300, Drop Subject ,8:31 PM,12/20/2012
12602, Enroll ,12:54 PM,8/22/2011
4897, Drop Subject ,12:00 AM,3/14/2014
8253,Add Subject ,5:04 AM,5/9/2014
3334, Enroll ,8:52 AM,10/17/2014
6084, Enroll ,12:21 PM,6/7/2013
9718, Enroll ,8:41 AM,2/9/2015
14513,Add Subject ,5:00 PM,4/4/2012
1710, Enroll ,1:40 PM,9/12/2011
14554, Enroll ,1:04 PM,9/3/2014
6715, Enroll ,11:53 PM,7/21/2015
12419, Drop Subject ,4:29 PM,4/25/2012
711,Add Subject ,6:05 AM,9/6/2013
14957, Enroll ,5:14 AM,7/8/2012
12557, Enroll ,6:50 PM,2/20/2015
6194,Add Subject ,9:02 AM,9/17/2015
4603, Drop Subject ,4:03 PM,2/5/2013
2533, Enroll ,8:48 PM,7/21/2016
7296,Add Subject ,8:53 AM,8/20/2016
9670,Add Subject ,12:42 PM,7/1/2015
897, Drop Subject ,10:10 AM,11/18/2015
4289, Drop Subject ,6:28 AM,3/16/2012
10982, Drop Subject ,8:06 PM,3/15/2013
13206,Add Subject ,1:12 PM,7/26/2015
13109,Add Subject ,5:34 AM,3/24/2016
8959, Enroll ,11:46 PM,9/11/2012
12812, Enroll ,6:25 AM,10/22/2015
1624, Enroll ,7:51 PM,9/10/2013
4234,Add Subject ,12:09 PM,10/26/2014
14502, Enroll ,12:27 AM,2/26/2017
3460, Enroll ,7:13 AM,1/3/2016
6536,Add Subject ,3:50 PM,10/4/2012
13915,Add Subject ,9:58 PM,10/19/2014
1294, Enroll ,5:36 PM,1/15/2014
3335, Drop Subject ,2:17 PM,6/8/2016
14768,Add Subject ,6:23 PM,8/16/2016
6497, Enroll ,7:56 AM,10/16/2012
14105, Drop Subject ,2:38 AM,2/3/2012
5002, Drop Subject ,3:01 PM,12/9/2012
11672, Drop Subject ,8:49 PM,10/20/2013
11906, Enroll ,6:02 AM,7/31/2013
12919, Enroll ,2:27 AM,10/16/2013
